id,name,type,nutrition,value,unit,url,value_level
2988,Karaage (Japanese Fried Chicken),entree,Sodium,254,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,-0.4541302800894454
2989,Karaage (Japanese Fried Chicken),entree,Potassium,411,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,-0.53248712054717
2990,Karaage (Japanese Fried Chicken),entree,Calcium,19,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,-2.353878387381596
2991,Katsu Sando,entree,Calories,556,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/02/Katsu-Sando-I-1-500x500.jpg,0.3293037471426003
2992,Katsu Sando,entree,Protein,38,g,https://www.justonecookbook.com/wp-content/uploads/2019/02/Katsu-Sando-I-1-500x500.jpg,1.33500106673234
2993,Katsu Sando,entree,Sodium,1053,mg,https://www.justonecookbook.com/wp-content/uploads/2019/02/Katsu-Sando-I-1-500x500.jpg,0.9679339650259935
2994,Katsu Sando,entree,Potassium,621,mg,https://www.justonecookbook.com/wp-content/uploads/2019/02/Katsu-Sando-I-1-500x500.jpg,-0.11974925310992593
2995,Katsu Sando,entree,Calcium,190,mg,https://www.justonecookbook.com/wp-content/uploads/2019/02/Katsu-Sando-I-1-500x500.jpg,-0.05129329438755058
2996,Katsudon,entree,Calories,855,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/08/Katsudon-0429-I-1-500x500.jpg,0.7596369218287783
2997,Katsudon,entree,Protein,48,g,https://www.justonecookbook.com/wp-content/uploads/2021/08/Katsudon-0429-I-1-500x500.jpg,1.5686159179138452
2998,Katsudon,entree,Sodium,1307,mg,https://www.justonecookbook.com/wp-content/uploads/2021/08/Katsudon-0429-I-1-500x500.jpg,1.18402516651624
2999,Katsudon,entree,Potassium,745,mg,https://www.justonecookbook.com/wp-content/uploads/2021/08/Katsudon-0429-I-1-500x500.jpg,0.06230388333615484
3000,Katsudon,entree,Calcium,103,mg,https://www.justonecookbook.com/wp-content/uploads/2021/08/Katsudon-0429-I-1-500x500.jpg,-0.6635883783184009
3001,Keema Curry,entree,Calories,515,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/08/Keema-Curry-1343-I-500x500.jpg,0.2527023535557542
3002,Keema Curry,entree,Protein,27,g,https://www.justonecookbook.com/wp-content/uploads/2020/08/Keema-Curry-1343-I-500x500.jpg,0.9932517730102834
3003,Keema Curry,entree,Sodium,915,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Keema-Curry-1343-I-500x500.jpg,0.8274595181675394
3004,Keema Curry,entree,Potassium,634,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Keema-Curry-1343-I-500x500.jpg,-0.09903138060617878
3005,Keema Curry,entree,Calcium,74,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Keema-Curry-1343-I-500x500.jpg,-0.9942522733438669
3006,Ketchup Spaghetti (Napolitan),entree,Calories,684,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/04/Ketchup-Spaghetti-0140-I-1-500x500.jpg,0.5364933705145685
3007,Ketchup Spaghetti (Napolitan),entree,Protein,22,g,https://www.justonecookbook.com/wp-content/uploads/2020/04/Ketchup-Spaghetti-0140-I-1-500x500.jpg,0.7884573603642703
3008,Ketchup Spaghetti (Napolitan),entree,Sodium,673,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Ketchup-Spaghetti-0140-I-1-500x500.jpg,0.5202807825367459
3009,Ketchup Spaghetti (Napolitan),entree,Potassium,776,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Ketchup-Spaghetti-0140-I-1-500x500.jpg,0.10307218513981405
3010,Ketchup Spaghetti (Napolitan),entree,Calcium,126,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Ketchup-Spaghetti-0140-I-1-500x500.jpg,-0.4620354595965587
3011,Kinmedai Nitsuke (Braised Alfonsino),entree,Calories,170,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/01/Kinmedai-Nitsuke-w500-2-400x400.jpg,-0.8556661100577202
3012,Kinmedai Nitsuke (Braised Alfonsino),entree,Protein,24,g,https://www.justonecookbook.com/wp-content/uploads/2011/01/Kinmedai-Nitsuke-w500-2-400x400.jpg,0.8754687373538999
3013,Kinmedai Nitsuke (Braised Alfonsino),entree,Sodium,539,mg,https://www.justonecookbook.com/wp-content/uploads/2011/01/Kinmedai-Nitsuke-w500-2-400x400.jpg,0.2982510238010151
3014,Kinmedai Nitsuke (Braised Alfonsino),entree,Potassium,351,mg,https://www.justonecookbook.com/wp-content/uploads/2011/01/Kinmedai-Nitsuke-w500-2-400x400.jpg,-0.6902941115775388
3015,Kinmedai Nitsuke (Braised Alfonsino),entree,Calcium,12,mg,https://www.justonecookbook.com/wp-content/uploads/2011/01/Kinmedai-Nitsuke-w500-2-400x400.jpg,-2.8134107167600364
3016,Kitsune Udon,entree,Calories,328,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Kitsune-Udon-3765-I.jpg,-0.19845093872383832
3017,Kitsune Udon,entree,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Kitsune-Udon-3765-I.jpg,0.09531017980432493
3018,Kitsune Udon,entree,Sodium,782,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Kitsune-Udon-3765-I.jpg,0.6703901934373291
3019,Kitsune Udon,entree,Potassium,60,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Kitsune-Udon-3765-I.jpg,-2.456735772821304
3020,Kitsune Udon,entree,Calcium,38,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Kitsune-Udon-3765-I.jpg,-1.6607312068216509
3021,Korokke (Potato & Meat Croquette),entree,Calories,522,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/09/Korokke-Croquette-e1315546055486-400x399.jpg,0.2662030407746567
3022,Korokke (Potato & Meat Croquette),entree,Protein,22,g,https://www.justonecookbook.com/wp-content/uploads/2011/09/Korokke-Croquette-e1315546055486-400x399.jpg,0.7884573603642703
3023,Korokke (Potato & Meat Croquette),entree,Sodium,389,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Korokke-Croquette-e1315546055486-400x399.jpg,-0.027885203489535663
3024,Korokke (Potato & Meat Croquette),entree,Potassium,963,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Korokke-Croquette-e1315546055486-400x399.jpg,0.31897307675472086
3025,Korokke (Potato & Meat Croquette),entree,Calcium,81,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Korokke-Croquette-e1315546055486-400x399.jpg,-0.9038682118755978
3026,Kushikatsu (Kushiage),entree,Calories,818,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/08/Kushikatsu-w600-400x400.jpg,0.7153977894947651
3027,Kushikatsu (Kushiage),entree,Protein,31,g,https://www.justonecookbook.com/wp-content/uploads/2018/08/Kushikatsu-w600-400x400.jpg,1.1314021114911006
3028,Kushikatsu (Kushiage),entree,Sodium,521,mg,https://www.justonecookbook.com/wp-content/uploads/2018/08/Kushikatsu-w600-400x400.jpg,0.2642854946453849
3029,Kushikatsu (Kushiage),entree,Potassium,726,mg,https://www.justonecookbook.com/wp-content/uploads/2018/08/Kushikatsu-w600-400x400.jpg,0.036469679781391415
3030,Kushikatsu (Kushiage),entree,Calcium,107,mg,https://www.justonecookbook.com/wp-content/uploads/2018/08/Kushikatsu-w600-400x400.jpg,-0.6254885320861304
3031,Lily Bulb Tamagotoji,entree,Calories,194,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/02/Lily-Bulb-Tamagotoji-3834-I-500x500.jpg,-0.7236063880446539
3032,Lily Bulb Tamagotoji,entree,Protein,10,g,https://www.justonecookbook.com/wp-content/uploads/2021/02/Lily-Bulb-Tamagotoji-3834-I-500x500.jpg,0
3033,Lily Bulb Tamagotoji,entree,Sodium,521,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Lily-Bulb-Tamagotoji-3834-I-500x500.jpg,0.2642854946453849
3034,Lily Bulb Tamagotoji,entree,Potassium,659,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Lily-Bulb-Tamagotoji-3834-I-500x500.jpg,-0.060356800540897496
3035,Lily Bulb Tamagotoji,entree,Calcium,41,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Lily-Bulb-Tamagotoji-3834-I-500x500.jpg,-1.584745299843729
3036,Lobster Roll,entree,Calories,212,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/10/Lobster-Roll-1561-I-500x500.jpg,-0.6348782724359695
3037,Lobster Roll,entree,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2020/10/Lobster-Roll-1561-I-500x500.jpg,0.09531017980432493
3038,Lobster Roll,entree,Sodium,398,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Lobster-Roll-1561-I-500x500.jpg,-0.005012541823544286
3039,Lobster Roll,entree,Potassium,156,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Lobster-Roll-1561-I-500x500.jpg,-1.5012243277938675
3040,Lobster Roll,entree,Calcium,111,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Lobster-Roll-1561-I-500x500.jpg,-0.5887871652357024
3041,Loco Moco,entree,Calories,571,kcal,https://www.justonecookbook.com/wp-content/uploads/2015/06/Loco-Moco-400x400.jpg,0.35592466254802824
3042,Loco Moco,entree,Protein,29,g,https://www.justonecookbook.com/wp-content/uploads/2015/06/Loco-Moco-400x400.jpg,1.0647107369924282
3043,Loco Moco,entree,Sodium,614,mg,https://www.justonecookbook.com/wp-content/uploads/2015/06/Loco-Moco-400x400.jpg,0.4285303810391604
3044,Loco Moco,entree,Potassium,707,mg,https://www.justonecookbook.com/wp-content/uploads/2015/06/Loco-Moco-400x400.jpg,0.009950330853168092
3045,Loco Moco,entree,Calcium,90,mg,https://www.justonecookbook.com/wp-content/uploads/2015/06/Loco-Moco-400x400.jpg,-0.7985076962177716
3046,Mackerel Pressed Sushi (Saba Oshizushi),entree,Calories,764,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/08/Mackerel-Pressed-Sushi-0214-I-1-500x500.jpg,0.6471032420585384
3047,Mackerel Pressed Sushi (Saba Oshizushi),entree,Protein,18,g,https://www.justonecookbook.com/wp-content/uploads/2019/08/Mackerel-Pressed-Sushi-0214-I-1-500x500.jpg,0.5877866649021191
3048,Mackerel Pressed Sushi (Saba Oshizushi),entree,Sodium,1022,mg,https://www.justonecookbook.com/wp-content/uploads/2019/08/Mackerel-Pressed-Sushi-0214-I-1-500x500.jpg,0.9380522236556679
3049,Mackerel Pressed Sushi (Saba Oshizushi),entree,Potassium,165,mg,https://www.justonecookbook.com/wp-content/uploads/2019/08/Mackerel-Pressed-Sushi-0214-I-1-500x500.jpg,-1.445134861142824
3050,Mackerel Pressed Sushi (Saba Oshizushi),entree,Calcium,15,mg,https://www.justonecookbook.com/wp-content/uploads/2019/08/Mackerel-Pressed-Sushi-0214-I-1-500x500.jpg,-2.5902671654458267
3051,Mapo Eggplant (Mabo Nasu),entree,Calories,304,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/10/Mapo-Nasu-1025-I-500x500.jpg,-0.2744368457017603
3052,Mapo Eggplant (Mabo Nasu),entree,Protein,7,g,https://www.justonecookbook.com/wp-content/uploads/2020/10/Mapo-Nasu-1025-I-500x500.jpg,-0.35667494393873245
3053,Mapo Eggplant (Mabo Nasu),entree,Sodium,641,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Mapo-Nasu-1025-I-500x500.jpg,0.47156490981268806
3054,Mapo Eggplant (Mabo Nasu),entree,Potassium,297,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Mapo-Nasu-1025-I-500x500.jpg,-0.8573481962407051
3055,Mapo Eggplant (Mabo Nasu),entree,Calcium,20,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Mapo-Nasu-1025-I-500x500.jpg,-2.3025850929940455
3056,Mapo Tofu (Mabo Dofu),entree,Calories,263,kcal,https://www.justonecookbook.com/wp-content/uploads/2016/05/Mapo-Tofu-400x400.jpg,-0.4193105149302175
3057,Mapo Tofu (Mabo Dofu),entree,Protein,17,g,https://www.justonecookbook.com/wp-content/uploads/2016/05/Mapo-Tofu-400x400.jpg,0.5306282510621704
3058,Mapo Tofu (Mabo Dofu),entree,Sodium,845,mg,https://www.justonecookbook.com/wp-content/uploads/2016/05/Mapo-Tofu-400x400.jpg,0.7478720802491918
3059,Mapo Tofu (Mabo Dofu),entree,Potassium,395,mg,https://www.justonecookbook.com/wp-content/uploads/2016/05/Mapo-Tofu-400x400.jpg,-0.5721945701422828
3060,Mapo Tofu (Mabo Dofu),entree,Calcium,55,mg,https://www.justonecookbook.com/wp-content/uploads/2016/05/Mapo-Tofu-400x400.jpg,-1.2909841813155656
3061,Mashed Potato Teriyaki Pork Rolls,entree,Calories,336,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/01/Mashed-Potato-Teriyaki-Pork-Rolls-600-400x400.jpg,-0.1743533871447778
3062,Mashed Potato Teriyaki Pork Rolls,entree,Protein,29,g,https://www.justonecookbook.com/wp-content/uploads/2011/01/Mashed-Potato-Teriyaki-Pork-Rolls-600-400x400.jpg,1.0647107369924282
3063,Mashed Potato Teriyaki Pork Rolls,entree,Sodium,606,mg,https://www.justonecookbook.com/wp-content/uploads/2011/01/Mashed-Potato-Teriyaki-Pork-Rolls-600-400x400.jpg,0.4154154389613324
3064,Mashed Potato Teriyaki Pork Rolls,entree,Potassium,970,mg,https://www.justonecookbook.com/wp-content/uploads/2011/01/Mashed-Potato-Teriyaki-Pork-Rolls-600-400x400.jpg,0.3262157364540238
3065,Mashed Potato Teriyaki Pork Rolls,entree,Calcium,25,mg,https://www.justonecookbook.com/wp-content/uploads/2011/01/Mashed-Potato-Teriyaki-Pork-Rolls-600-400x400.jpg,-2.0794415416798357
3066,Meal Prep DIY Bowls,entree,Calories,549,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/09/Meal-Prep-DIY-Bowls-9384I-I-2-500x500.jpg,0.3166338944015487
3067,Meal Prep DIY Bowls,entree,Protein,47,g,https://www.justonecookbook.com/wp-content/uploads/2020/09/Meal-Prep-DIY-Bowls-9384I-I-2-500x500.jpg,1.547562508716013
3068,Meal Prep DIY Bowls,entree,Sodium,792,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Meal-Prep-DIY-Bowls-9384I-I-2-500x500.jpg,0.6830968447064438
3069,Meal Prep DIY Bowls,entree,Potassium,945,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Meal-Prep-DIY-Bowls-9384I-I-2-500x500.jpg,0.30010459245033816
3070,Meal Prep DIY Bowls,entree,Calcium,62,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Meal-Prep-DIY-Bowls-9384I-I-2-500x500.jpg,-1.171182981502945
3071,Meat Doria (Rice Gratin),entree,Calories,764,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/11/Meat-Doria-3542-2-I-1-500x500.jpg,0.6471032420585384
3072,Meat Doria (Rice Gratin),entree,Protein,34,g,https://www.justonecookbook.com/wp-content/uploads/2020/11/Meat-Doria-3542-2-I-1-500x500.jpg,1.2237754316221157
3073,Meat Doria (Rice Gratin),entree,Sodium,904,mg,https://www.justonecookbook.com/wp-content/uploads/2020/11/Meat-Doria-3542-2-I-1-500x500.jpg,0.8153648132841944
3074,Meat Doria (Rice Gratin),entree,Potassium,772,mg,https://www.justonecookbook.com/wp-content/uploads/2020/11/Meat-Doria-3542-2-I-1-500x500.jpg,0.0979042149813714
3075,Meat Doria (Rice Gratin),entree,Calcium,430,mg,https://www.justonecookbook.com/wp-content/uploads/2020/11/Meat-Doria-3542-2-I-1-500x500.jpg,0.7654678421395714
3076,Menchi Katsu Sandwich,entree,Calories,474,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/08/Menchi-Katsu-Sandwich-w600-400x400.jpg,0.16974277458709455
3077,Menchi Katsu Sandwich,entree,Protein,22,g,https://www.justonecookbook.com/wp-content/uploads/2018/08/Menchi-Katsu-Sandwich-w600-400x400.jpg,0.7884573603642703
3078,Menchi Katsu Sandwich,entree,Sodium,682,mg,https://www.justonecookbook.com/wp-content/uploads/2018/08/Menchi-Katsu-Sandwich-w600-400x400.jpg,0.5335651107354802
3079,Menchi Katsu Sandwich,entree,Potassium,317,mg,https://www.justonecookbook.com/wp-content/uploads/2018/08/Menchi-Katsu-Sandwich-w600-400x400.jpg,-0.7921785611661241
3080,Menchi Katsu Sandwich,entree,Calcium,60,mg,https://www.justonecookbook.com/wp-content/uploads/2018/08/Menchi-Katsu-Sandwich-w600-400x400.jpg,-1.2039728043259361
3081,Menchi Katsu,entree,Calories,477,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/04/Menchi-Katsu-Ground-Meat-Cutlet-2213-500x500.jpg,0.17605194378035913
3082,Menchi Katsu,entree,Protein,32,g,https://www.justonecookbook.com/wp-content/uploads/2021/04/Menchi-Katsu-Ground-Meat-Cutlet-2213-500x500.jpg,1.1631508098056809
3083,Menchi Katsu,entree,Sodium,425,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Menchi-Katsu-Ground-Meat-Cutlet-2213-500x500.jpg,0.06062462181643484
3084,Menchi Katsu,entree,Potassium,506,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Menchi-Katsu-Ground-Meat-Cutlet-2213-500x500.jpg,-0.3245436657559391
3085,Menchi Katsu,entree,Calcium,74,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Menchi-Katsu-Ground-Meat-Cutlet-2213-500x500.jpg,-0.9942522733438669
3086,Mentaiko Udon (Spicy Cod Roe Udon),entree,Calories,662,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/09/Mentaiko-Pasta-400x400.jpg,0.5038010088290262
3087,Mentaiko Udon (Spicy Cod Roe Udon),entree,Protein,24,g,https://www.justonecookbook.com/wp-content/uploads/2012/09/Mentaiko-Pasta-400x400.jpg,0.8754687373538999
3088,Mentaiko Udon (Spicy Cod Roe Udon),entree,Sodium,824,mg,https://www.justonecookbook.com/wp-content/uploads/2012/09/Mentaiko-Pasta-400x400.jpg,0.7227059828014898
3089,Mentaiko Udon (Spicy Cod Roe Udon),entree,Potassium,286,mg,https://www.justonecookbook.com/wp-content/uploads/2012/09/Mentaiko-Pasta-400x400.jpg,-0.895088524223552
3090,Mentaiko Udon (Spicy Cod Roe Udon),entree,Calcium,147,mg,https://www.justonecookbook.com/wp-content/uploads/2012/09/Mentaiko-Pasta-400x400.jpg,-0.3078847797693004
3091,Mirin Salmon,entree,Calories,320,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/10/Mirin-Salmon-3666-I-1-500x500.jpg,-0.2231435513142097
3092,Mirin Salmon,entree,Protein,41,g,https://www.justonecookbook.com/wp-content/uploads/2021/10/Mirin-Salmon-3666-I-1-500x500.jpg,1.410986973710262
3093,Mirin Salmon,entree,Sodium,454,mg,https://www.justonecookbook.com/wp-content/uploads/2021/10/Mirin-Salmon-3666-I-1-500x500.jpg,0.126632650933366
3094,Mirin Salmon,entree,Potassium,1000,mg,https://www.justonecookbook.com/wp-content/uploads/2021/10/Mirin-Salmon-3666-I-1-500x500.jpg,0.3566749439387324
3095,Mirin Salmon,entree,Calcium,25,mg,https://www.justonecookbook.com/wp-content/uploads/2021/10/Mirin-Salmon-3666-I-1-500x500.jpg,-2.0794415416798357
3096,Miso Butter Pasta with Tuna and Cabbage,entree,Calories,569,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Tuna-and-Cabbage-Japanese-Pasta-0447-I-500x500.jpg,0.35241588701834903
3097,Miso Butter Pasta with Tuna and Cabbage,entree,Protein,23,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Tuna-and-Cabbage-Japanese-Pasta-0447-I-500x500.jpg,0.8329091229351039
3098,Miso Butter Pasta with Tuna and Cabbage,entree,Sodium,755,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Tuna-and-Cabbage-Japanese-Pasta-0447-I-500x500.jpg,0.6352532021410426
3099,Miso Butter Pasta with Tuna and Cabbage,entree,Potassium,444,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Tuna-and-Cabbage-Japanese-Pasta-0447-I-500x500.jpg,-0.45525577261118
3100,Miso Butter Pasta with Tuna and Cabbage,entree,Calcium,72,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Tuna-and-Cabbage-Japanese-Pasta-0447-I-500x500.jpg,-1.0216512475319814
3101,Miso Butter Salmon,entree,Calories,397,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Miso-Butter-Salmon-4-I-1-500x500.jpg,-0.0075282664207915245
3102,Miso Butter Salmon,entree,Protein,36,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Miso-Butter-Salmon-4-I-1-500x500.jpg,1.2809338454620642
3103,Miso Butter Salmon,entree,Sodium,803,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Miso-Butter-Salmon-4-I-1-500x500.jpg,0.6968901668387796
3104,Miso Butter Salmon,entree,Potassium,909,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Miso-Butter-Salmon-4-I-1-500x500.jpg,0.2612647591340741
3105,Miso Butter Salmon,entree,Calcium,27,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Miso-Butter-Salmon-4-I-1-500x500.jpg,-2.0024805005437076
3106,Miso Chicken,entree,Calories,350,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/10/Miso-Chicken-6-I-1-500x500.jpg,-0.13353139262452263
3107,Miso Chicken,entree,Protein,20,g,https://www.justonecookbook.com/wp-content/uploads/2019/10/Miso-Chicken-6-I-1-500x500.jpg,0.6931471805599453
3108,Miso Chicken,entree,Sodium,598,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Miso-Chicken-6-I-1-500x500.jpg,0.4021262068426498
3109,Miso Chicken,entree,Potassium,272,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Miso-Chicken-6-I-1-500x500.jpg,-0.9452782687474074
