id,name,type,nutrition,value,unit,url,value_level
2113,Mille-Feuille Nabe,soup-stew,Sodium,300,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Mille-Feuille-Nabe-0545-I-500x500.jpg,-0.2876820724517809
2114,Mille-Feuille Nabe,soup-stew,Potassium,591,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Mille-Feuille-Nabe-0545-I-500x500.jpg,-0.16926431763730646
2115,Mille-Feuille Nabe,soup-stew,Calcium,178,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Mille-Feuille-Nabe-0545-I-500x500.jpg,-0.11653381625595151
2116,Miso Nikomi Udon,soup-stew,Calories,679,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/12/Miso-Nikomi-Udon-I-500x500.jpg,0.5291565804507141
2117,Miso Nikomi Udon,soup-stew,Protein,36,g,https://www.justonecookbook.com/wp-content/uploads/2018/12/Miso-Nikomi-Udon-I-500x500.jpg,1.2809338454620642
2118,Miso Nikomi Udon,soup-stew,Sodium,1032,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Miso-Nikomi-Udon-I-500x500.jpg,0.9477893989335261
2119,Miso Nikomi Udon,soup-stew,Potassium,552,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Miso-Nikomi-Udon-I-500x500.jpg,-0.23753228876630933
2120,Miso Nikomi Udon,soup-stew,Calcium,101,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Miso-Nikomi-Udon-I-500x500.jpg,-0.6831968497067772
2121,Miso Soup with Yuzu Kosho,soup-stew,Calories,316,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/03/Miso-Soup-with-Yuzu-Kosho-w722-400x400.jpg,-0.23572233352106983
2122,Miso Soup with Yuzu Kosho,soup-stew,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2018/03/Miso-Soup-with-Yuzu-Kosho-w722-400x400.jpg,0.09531017980432493
2123,Miso Soup with Yuzu Kosho,soup-stew,Sodium,490,mg,https://www.justonecookbook.com/wp-content/uploads/2018/03/Miso-Soup-with-Yuzu-Kosho-w722-400x400.jpg,0.20294084399669038
2124,Miso Soup with Yuzu Kosho,soup-stew,Potassium,473,mg,https://www.justonecookbook.com/wp-content/uploads/2018/03/Miso-Soup-with-Yuzu-Kosho-w722-400x400.jpg,-0.3919849465514717
2125,Miso Soup with Yuzu Kosho,soup-stew,Calcium,147,mg,https://www.justonecookbook.com/wp-content/uploads/2018/03/Miso-Soup-with-Yuzu-Kosho-w722-400x400.jpg,-0.3078847797693004
2126,Monkfish Hot Pot (Anko Nabe),soup-stew,Calories,331,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/11/Monkfish-Hot-Pot-Anko-Nabe-1913-I-1-500x500.jpg,-0.18934617173091908
2127,Monkfish Hot Pot (Anko Nabe),soup-stew,Protein,37,g,https://www.justonecookbook.com/wp-content/uploads/2021/11/Monkfish-Hot-Pot-Anko-Nabe-1913-I-1-500x500.jpg,1.308332819650179
2128,Monkfish Hot Pot (Anko Nabe),soup-stew,Sodium,1315,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Monkfish-Hot-Pot-Anko-Nabe-1913-I-1-500x500.jpg,1.1901273975038829
2129,Monkfish Hot Pot (Anko Nabe),soup-stew,Potassium,1089,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Monkfish-Hot-Pot-Anko-Nabe-1913-I-1-500x500.jpg,0.4419347878895557
2130,Monkfish Hot Pot (Anko Nabe),soup-stew,Calcium,257,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Monkfish-Hot-Pot-Anko-Nabe-1913-I-1-500x500.jpg,0.25075871834718305
2131,Nabeyaki Udon,soup-stew,Calories,623,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Nabeyaki-Udon-4668-I-500x500.jpg,0.4430819716794712
2132,Nabeyaki Udon,soup-stew,Protein,30,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Nabeyaki-Udon-4668-I-500x500.jpg,1.0986122886681098
2133,Nabeyaki Udon,soup-stew,Sodium,962,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Nabeyaki-Udon-4668-I-500x500.jpg,0.8775499035577244
2134,Nabeyaki Udon,soup-stew,Potassium,439,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Nabeyaki-Udon-4668-I-500x500.jpg,-0.46658092196823336
2135,Nabeyaki Udon,soup-stew,Calcium,83,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Nabeyaki-Udon-4668-I-500x500.jpg,-0.8794767587514388
2136,Nameko Mushroom Miso Soup,soup-stew,Calories,63,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/09/Nameko-Mushroom-Miso-Soup-9176-I-1-500x500.jpg,-1.8483298207164494
2137,Nameko Mushroom Miso Soup,soup-stew,Protein,5,g,https://www.justonecookbook.com/wp-content/uploads/2020/09/Nameko-Mushroom-Miso-Soup-9176-I-1-500x500.jpg,-0.6931471805599453
2138,Nameko Mushroom Miso Soup,soup-stew,Sodium,457,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Nameko-Mushroom-Miso-Soup-9176-I-1-500x500.jpg,0.13321884378622278
2139,Nameko Mushroom Miso Soup,soup-stew,Potassium,219,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Nameko-Mushroom-Miso-Soup-9176-I-1-500x500.jpg,-1.1620086052269039
2140,Nameko Mushroom Miso Soup,soup-stew,Calcium,24,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Nameko-Mushroom-Miso-Soup-9176-I-1-500x500.jpg,-2.120263536200091
2141,Ochazuke,soup-stew,Calories,335,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Ochazuke-9037-I-500x500.jpg,-0.17733401528291554
2142,Ochazuke,soup-stew,Protein,13,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Ochazuke-9037-I-500x500.jpg,0.26236426446749106
2143,Ochazuke,soup-stew,Sodium,414,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Ochazuke-9037-I-500x500.jpg,0.03440142671733232
2144,Ochazuke,soup-stew,Potassium,423,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Ochazuke-9037-I-500x500.jpg,-0.5037081559971267
2145,Ochazuke,soup-stew,Calcium,21,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Ochazuke-9037-I-500x500.jpg,-2.2537949288246137
2146,Oden (Japanese Fish Cake Stew),soup-stew,Calories,303,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Oden-2187-I-1-500x500.jpg,-0.2777317415986129
2147,Oden (Japanese Fish Cake Stew),soup-stew,Protein,20,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Oden-2187-I-1-500x500.jpg,0.6931471805599453
2148,Oden (Japanese Fish Cake Stew),soup-stew,Sodium,1296,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Oden-2187-I-1-500x500.jpg,1.1755733298042381
2149,Oden (Japanese Fish Cake Stew),soup-stew,Potassium,295,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Oden-2187-I-1-500x500.jpg,-0.8641049787035848
2150,Oden (Japanese Fish Cake Stew),soup-stew,Calcium,122,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Oden-2187-I-1-500x500.jpg,-0.4942963218147801
2151,Oxtail Oden (Japanese Fish Cake Stew),soup-stew,Calories,687,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/04/Oxtail-Oden-w722-400x400.jpg,0.5408697451143674
2152,Oxtail Oden (Japanese Fish Cake Stew),soup-stew,Protein,54,g,https://www.justonecookbook.com/wp-content/uploads/2018/04/Oxtail-Oden-w722-400x400.jpg,1.6863989535702288
2153,Oxtail Oden (Japanese Fish Cake Stew),soup-stew,Sodium,1478,mg,https://www.justonecookbook.com/wp-content/uploads/2018/04/Oxtail-Oden-w722-400x400.jpg,1.3069805544001651
2154,Oxtail Oden (Japanese Fish Cake Stew),soup-stew,Potassium,1277,mg,https://www.justonecookbook.com/wp-content/uploads/2018/04/Oxtail-Oden-w722-400x400.jpg,0.6011885209891347
2155,Oxtail Oden (Japanese Fish Cake Stew),soup-stew,Calcium,329,mg,https://www.justonecookbook.com/wp-content/uploads/2018/04/Oxtail-Oden-w722-400x400.jpg,0.49774038421733524
2156,Ozoni (Japanese New Year Mochi Soup – Kansai Style),soup-stew,Calories,222,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kansai-Style-2198-II-500x500.jpg,-0.5887871652357024
2157,Ozoni (Japanese New Year Mochi Soup – Kansai Style),soup-stew,Protein,7,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kansai-Style-2198-II-500x500.jpg,-0.35667494393873245
2158,Ozoni (Japanese New Year Mochi Soup – Kansai Style),soup-stew,Sodium,515,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kansai-Style-2198-II-500x500.jpg,0.2527023535557542
2159,Ozoni (Japanese New Year Mochi Soup – Kansai Style),soup-stew,Potassium,526,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kansai-Style-2198-II-500x500.jpg,-0.2857791223056948
2160,Ozoni (Japanese New Year Mochi Soup – Kansai Style),soup-stew,Calcium,98,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kansai-Style-2198-II-500x500.jpg,-0.7133498878774648
2161,Ozoni (Japanese New Year Mochi Soup – Kanto Style),soup-stew,Calories,216,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kanto-Style-0587-I-500x500.jpg,-0.616186139423817
2162,Ozoni (Japanese New Year Mochi Soup – Kanto Style),soup-stew,Protein,9,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kanto-Style-0587-I-500x500.jpg,-0.10536051565782628
2163,Ozoni (Japanese New Year Mochi Soup – Kanto Style),soup-stew,Sodium,563,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kanto-Style-0587-I-500x500.jpg,0.3418150810317084
2164,Ozoni (Japanese New Year Mochi Soup – Kanto Style),soup-stew,Potassium,216,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kanto-Style-0587-I-500x500.jpg,-1.1758019273592397
2165,Ozoni (Japanese New Year Mochi Soup – Kanto Style),soup-stew,Calcium,47,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Ozoni-Kanto-Style-0587-I-500x500.jpg,-1.448169764837978
2166,Potato & Leek Soup,soup-stew,Calories,181,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/03/Potato-Leek-Soup-w500-400x400.jpg,-0.7929675158421562
2167,Potato & Leek Soup,soup-stew,Protein,5,g,https://www.justonecookbook.com/wp-content/uploads/2011/03/Potato-Leek-Soup-w500-400x400.jpg,-0.6931471805599453
2168,Potato & Leek Soup,soup-stew,Sodium,204,mg,https://www.justonecookbook.com/wp-content/uploads/2011/03/Potato-Leek-Soup-w500-400x400.jpg,-0.6733445532637656
2169,Potato & Leek Soup,soup-stew,Potassium,430,mg,https://www.justonecookbook.com/wp-content/uploads/2011/03/Potato-Leek-Soup-w500-400x400.jpg,-0.4872951263557965
2170,Potato & Leek Soup,soup-stew,Calcium,161,mg,https://www.justonecookbook.com/wp-content/uploads/2011/03/Potato-Leek-Soup-w500-400x400.jpg,-0.21691300156357363
2171,Pressure Cooker Oxtail Broth,soup-stew,Calories,353,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/01/Instant-Pot-Oxtail-Broth-w600-400x400.jpg,-0.12499649017468527
2172,Pressure Cooker Oxtail Broth,soup-stew,Protein,44,g,https://www.justonecookbook.com/wp-content/uploads/2018/01/Instant-Pot-Oxtail-Broth-w600-400x400.jpg,1.4816045409242156
2173,Pressure Cooker Oxtail Broth,soup-stew,Sodium,282,mg,https://www.justonecookbook.com/wp-content/uploads/2018/01/Instant-Pot-Oxtail-Broth-w600-400x400.jpg,-0.34955747616986843
2174,Pressure Cooker Oxtail Broth,soup-stew,Potassium,13,mg,https://www.justonecookbook.com/wp-content/uploads/2018/01/Instant-Pot-Oxtail-Broth-w600-400x400.jpg,-3.986130977581868
2175,Pressure Cooker Oxtail Broth,soup-stew,Calcium,88,mg,https://www.justonecookbook.com/wp-content/uploads/2018/01/Instant-Pot-Oxtail-Broth-w600-400x400.jpg,-0.8209805520698302
2176,Pressure Cooker Oxtail Soup,soup-stew,Calories,879,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/04/Pressure-Cooker-Oxtail-Soup-6805-I-500x500.jpg,0.787320350577195
2177,Pressure Cooker Oxtail Soup,soup-stew,Protein,89,g,https://www.justonecookbook.com/wp-content/uploads/2020/04/Pressure-Cooker-Oxtail-Soup-6805-I-500x500.jpg,2.186051276738094
2178,Pressure Cooker Oxtail Soup,soup-stew,Sodium,1267,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Pressure-Cooker-Oxtail-Soup-6805-I-500x500.jpg,1.1529426332131572
2179,Pressure Cooker Oxtail Soup,soup-stew,Potassium,1244,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Pressure-Cooker-Oxtail-Soup-6805-I-500x500.jpg,0.57500693825572
2180,Pressure Cooker Oxtail Soup,soup-stew,Calcium,147,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Pressure-Cooker-Oxtail-Soup-6805-I-500x500.jpg,-0.3078847797693004
2181,Sanpeijiru (Japanese Salmon Soup),soup-stew,Calories,418,kcal,https://www.justonecookbook.com/wp-content/uploads/2016/02/Sanpei-jiru-400x400.jpg,0.04401688541677426
2182,Sanpeijiru (Japanese Salmon Soup),soup-stew,Protein,45,g,https://www.justonecookbook.com/wp-content/uploads/2016/02/Sanpei-jiru-400x400.jpg,1.5040773967762742
2183,Sanpeijiru (Japanese Salmon Soup),soup-stew,Sodium,408,mg,https://www.justonecookbook.com/wp-content/uploads/2016/02/Sanpei-jiru-400x400.jpg,0.01980262729617973
2184,Sanpeijiru (Japanese Salmon Soup),soup-stew,Potassium,1633,mg,https://www.justonecookbook.com/wp-content/uploads/2016/02/Sanpei-jiru-400x400.jpg,0.8470937579270604
2185,Sanpeijiru (Japanese Salmon Soup),soup-stew,Calcium,89,mg,https://www.justonecookbook.com/wp-content/uploads/2016/02/Sanpei-jiru-400x400.jpg,-0.8096809968158968
2186,Shabu-Shabu,soup-stew,Calories,477,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/12/Shabu-Shabu-I-2-500x500.jpg,0.17605194378035913
2187,Shabu-Shabu,soup-stew,Protein,38,g,https://www.justonecookbook.com/wp-content/uploads/2018/12/Shabu-Shabu-I-2-500x500.jpg,1.33500106673234
2188,Shabu-Shabu,soup-stew,Sodium,178,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Shabu-Shabu-I-2-500x500.jpg,-0.8096809968158968
2189,Shabu-Shabu,soup-stew,Potassium,1036,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Shabu-Shabu-I-2-500x500.jpg,0.3920420877760237
2190,Shabu-Shabu,soup-stew,Calcium,238,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Shabu-Shabu-I-2-500x500.jpg,0.17395330712343798
2191,Shrimp and Pork Wonton Soup,soup-stew,Calories,442,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Shrimp-and-Pork-Wonton-Soup-2652-I-300x200.jpg,0.09984533496971612
2192,Shrimp and Pork Wonton Soup,soup-stew,Protein,20,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Shrimp-and-Pork-Wonton-Soup-2652-I-300x200.jpg,0.6931471805599453
2193,Shrimp and Pork Wonton Soup,soup-stew,Sodium,834,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Shrimp-and-Pork-Wonton-Soup-2652-I-300x200.jpg,0.7347688552507647
2194,Shrimp and Pork Wonton Soup,soup-stew,Potassium,308,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Shrimp-and-Pork-Wonton-Soup-2652-I-300x200.jpg,-0.8209805520698302
2195,Shrimp and Pork Wonton Soup,soup-stew,Calcium,135,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Shrimp-and-Pork-Wonton-Soup-2652-I-300x200.jpg,-0.3930425881096072
2196,Sapporo Soup Curry,soup-stew,Calories,911,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/02/Soup-Curry-2-I-500x500.jpg,0.8230783501519763
2197,Sapporo Soup Curry,soup-stew,Protein,46,g,https://www.justonecookbook.com/wp-content/uploads/2021/02/Soup-Curry-2-I-500x500.jpg,1.5260563034950492
2198,Sapporo Soup Curry,soup-stew,Sodium,838,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Soup-Curry-2-I-500x500.jpg,0.7395535533741011
2199,Sapporo Soup Curry,soup-stew,Potassium,1629,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Soup-Curry-2-I-500x500.jpg,0.8446412735586404
2200,Sapporo Soup Curry,soup-stew,Calcium,151,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Soup-Curry-2-I-500x500.jpg,-0.28103752973311236
2201,Soy Milk Hot Pot,soup-stew,Calories,453,kcal,https://www.justonecookbook.com/wp-content/uploads/2016/03/Soy-Milk-Nabe-w600-400x400.jpg,0.12442757837505208
2202,Soy Milk Hot Pot,soup-stew,Protein,45,g,https://www.justonecookbook.com/wp-content/uploads/2016/03/Soy-Milk-Nabe-w600-400x400.jpg,1.5040773967762742
2203,Soy Milk Hot Pot,soup-stew,Sodium,656,mg,https://www.justonecookbook.com/wp-content/uploads/2016/03/Soy-Milk-Nabe-w600-400x400.jpg,0.494696241836107
2204,Soy Milk Hot Pot,soup-stew,Potassium,1789,mg,https://www.justonecookbook.com/wp-content/uploads/2016/03/Soy-Milk-Nabe-w600-400x400.jpg,0.9383317484653144
2205,Soy Milk Hot Pot,soup-stew,Calcium,472,mg,https://www.justonecookbook.com/wp-content/uploads/2016/03/Soy-Milk-Nabe-w600-400x400.jpg,0.8586616190375187
2206,Sukiyaki,soup-stew,Calories,608,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Sukiyaki-2803-I-500x500.jpg,0.41871033485818504
2207,Sukiyaki,soup-stew,Protein,41,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Sukiyaki-2803-I-500x500.jpg,1.410986973710262
2208,Sukiyaki,soup-stew,Sodium,1219,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Sukiyaki-2803-I-500x500.jpg,1.1143215823732895
2209,Sukiyaki,soup-stew,Potassium,1430,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Sukiyaki-2803-I-500x500.jpg,0.7143493882105482
2210,Sukiyaki,soup-stew,Calcium,258,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Sukiyaki-2803-I-500x500.jpg,0.25464221837358075
2211,Taiwanese Hot Pot with Homemade Meatballs,soup-stew,Calories,974,kcal,https://www.justonecookbook.com/wp-content/uploads/2014/02/Taiwanese-Hot-Pot-Homemade-Meatballs-400x400.jpg,0.8899467565345531
2212,Taiwanese Hot Pot with Homemade Meatballs,soup-stew,Protein,70,g,https://www.justonecookbook.com/wp-content/uploads/2014/02/Taiwanese-Hot-Pot-Homemade-Meatballs-400x400.jpg,1.9459101490553132
2213,Taiwanese Hot Pot with Homemade Meatballs,soup-stew,Sodium,812,mg,https://www.justonecookbook.com/wp-content/uploads/2014/02/Taiwanese-Hot-Pot-Homemade-Meatballs-400x400.jpg,0.7080357930536959
2214,Taiwanese Hot Pot with Homemade Meatballs,soup-stew,Potassium,1735,mg,https://www.justonecookbook.com/wp-content/uploads/2014/02/Taiwanese-Hot-Pot-Homemade-Meatballs-400x400.jpg,0.907682357337555
2215,Taiwanese Hot Pot with Homemade Meatballs,soup-stew,Calcium,348,mg,https://www.justonecookbook.com/wp-content/uploads/2014/02/Taiwanese-Hot-Pot-Homemade-Meatballs-400x400.jpg,0.5538851132264376
2216,Thomas Keller’s Clam Chowder,soup-stew,Calories,890,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/01/Thomas-Kellers-Clam-Chowder-400x400.jpg,0.7997569156182036
2217,Thomas Keller’s Clam Chowder,soup-stew,Protein,19,g,https://www.justonecookbook.com/wp-content/uploads/2012/01/Thomas-Kellers-Clam-Chowder-400x400.jpg,0.6418538861723947
2218,Thomas Keller’s Clam Chowder,soup-stew,Sodium,465,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Thomas-Kellers-Clam-Chowder-400x400.jpg,0.1505728584793744
2219,Thomas Keller’s Clam Chowder,soup-stew,Potassium,1063,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Thomas-Kellers-Clam-Chowder-400x400.jpg,0.41777004329854317
2220,Thomas Keller’s Clam Chowder,soup-stew,Calcium,283,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Thomas-Kellers-Clam-Chowder-400x400.jpg,0.34712953109520095
2221,Tonjiru (Pork and Vegetable Miso Soup),soup-stew,Calories,276,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/07/Tonjiru-4697-I-1-500x500.jpg,-0.37106368139083207
2222,Tonjiru (Pork and Vegetable Miso Soup),soup-stew,Protein,8,g,https://www.justonecookbook.com/wp-content/uploads/2020/07/Tonjiru-4697-I-1-500x500.jpg,-0.2231435513142097
2223,Tonjiru (Pork and Vegetable Miso Soup),soup-stew,Sodium,433,mg,https://www.justonecookbook.com/wp-content/uploads/2020/07/Tonjiru-4697-I-1-500x500.jpg,0.07927318089450788
2224,Tonjiru (Pork and Vegetable Miso Soup),soup-stew,Potassium,290,mg,https://www.justonecookbook.com/wp-content/uploads/2020/07/Tonjiru-4697-I-1-500x500.jpg,-0.8811994120628849
2225,Tonjiru (Pork and Vegetable Miso Soup),soup-stew,Calcium,71,mg,https://www.justonecookbook.com/wp-content/uploads/2020/07/Tonjiru-4697-I-1-500x500.jpg,-1.0356374895067213
2226,Vegan Miso Soup,soup-stew,Calories,59,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/01/Vegan-Miso-Soup-I-500x500.jpg,-1.9139271032022627
2227,Vegan Miso Soup,soup-stew,Protein,4,g,https://www.justonecookbook.com/wp-content/uploads/2019/01/Vegan-Miso-Soup-I-500x500.jpg,-0.916290731874155
2228,Vegan Miso Soup,soup-stew,Sodium,568,mg,https://www.justonecookbook.com/wp-content/uploads/2019/01/Vegan-Miso-Soup-I-500x500.jpg,0.35065687161316933
2229,Vegan Miso Soup,soup-stew,Potassium,145,mg,https://www.justonecookbook.com/wp-content/uploads/2019/01/Vegan-Miso-Soup-I-500x500.jpg,-1.5743465926228302
2230,Vegan Miso Soup,soup-stew,Calcium,63,mg,https://www.justonecookbook.com/wp-content/uploads/2019/01/Vegan-Miso-Soup-I-500x500.jpg,-1.155182640156504
2231,Vegetable Miso Soup,soup-stew,Calories,55,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Vegetable-Miso-Soup-5573-I-500x500.jpg,-1.984131361875511
2232,Vegetable Miso Soup,soup-stew,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Vegetable-Miso-Soup-5573-I-500x500.jpg,-1.2039728043259361
2233,Vegetable Miso Soup,soup-stew,Sodium,486,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Vegetable-Miso-Soup-5573-I-500x500.jpg,0.19474407679251185
2234,Vegetable Miso Soup,soup-stew,Potassium,142,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Vegetable-Miso-Soup-5573-I-500x500.jpg,-1.595253277442144
2235,Vegetable Miso Soup,soup-stew,Calcium,58,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Vegetable-Miso-Soup-5573-I-500x500.jpg,-1.2378743560016174
2236,Japanese Cream Stew (White Stew),soup-stew,Calories,322,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/12/Japanese-Cream-Stew-2323-I-500x500.jpg,-0.21691300156357363
2237,Japanese Cream Stew (White Stew),soup-stew,Protein,20,g,https://www.justonecookbook.com/wp-content/uploads/2020/12/Japanese-Cream-Stew-2323-I-500x500.jpg,0.6931471805599453
2238,Japanese Cream Stew (White Stew),soup-stew,Sodium,596,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Japanese-Cream-Stew-2323-I-500x500.jpg,0.3987761199573678
2239,Japanese Cream Stew (White Stew),soup-stew,Potassium,903,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Japanese-Cream-Stew-2323-I-500x500.jpg,0.25464221837358075
2240,Japanese Cream Stew (White Stew),soup-stew,Calcium,117,mg,https://www.justonecookbook.com/wp-content/uploads/2020/12/Japanese-Cream-Stew-2323-I-500x500.jpg,-0.5361434317502807
2241,Yosenabe (Japanese Hot Pot),soup-stew,Calories,318,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/11/Yosenabe-4952-I-1-500x500.jpg,-0.2294131643278051
2242,Yosenabe (Japanese Hot Pot),soup-stew,Protein,41,g,https://www.justonecookbook.com/wp-content/uploads/2021/11/Yosenabe-4952-I-1-500x500.jpg,1.410986973710262
2243,Yosenabe (Japanese Hot Pot),soup-stew,Sodium,1213,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Yosenabe-4952-I-1-500x500.jpg,1.1093873618360681
2244,Yosenabe (Japanese Hot Pot),soup-stew,Potassium,1297,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Yosenabe-4952-I-1-500x500.jpg,0.6167288492730392
2245,Yosenabe (Japanese Hot Pot),soup-stew,Calcium,316,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Yosenabe-4952-I-1-500x500.jpg,0.4574248470388755
2246,Zosui (Japanese Rice Soup),soup-stew,Calories,337,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Chicken-Zosui-9624-I-500x500.jpg,-0.17138161675562022
2247,Zosui (Japanese Rice Soup),soup-stew,Protein,24,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Chicken-Zosui-9624-I-500x500.jpg,0.8754687373538999
2248,Zosui (Japanese Rice Soup),soup-stew,Sodium,728,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Chicken-Zosui-9624-I-500x500.jpg,0.598836501088704
2249,Zosui (Japanese Rice Soup),soup-stew,Potassium,373,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Chicken-Zosui-9624-I-500x500.jpg,-0.6295019153995892
2250,Zosui (Japanese Rice Soup),soup-stew,Calcium,40,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Chicken-Zosui-9624-I-500x500.jpg,-1.6094379124341003
2251,Albacore Tuna Bowl,entree,Calories,409,kcal,https://www.justonecookbook.com/wp-content/uploads/2014/01/Albacore-Tuna-Bowl-400x400.jpg,0.022250608934819723
2252,Albacore Tuna Bowl,entree,Protein,34,g,https://www.justonecookbook.com/wp-content/uploads/2014/01/Albacore-Tuna-Bowl-400x400.jpg,1.2237754316221157
2253,Albacore Tuna Bowl,entree,Sodium,536,mg,https://www.justonecookbook.com/wp-content/uploads/2014/01/Albacore-Tuna-Bowl-400x400.jpg,0.29266961396282004
2254,Albacore Tuna Bowl,entree,Potassium,411,mg,https://www.justonecookbook.com/wp-content/uploads/2014/01/Albacore-Tuna-Bowl-400x400.jpg,-0.53248712054717
2255,Albacore Tuna Bowl,entree,Calcium,33,mg,https://www.justonecookbook.com/wp-content/uploads/2014/01/Albacore-Tuna-Bowl-400x400.jpg,-1.8018098050815563
2256,Arroz a la Cubana,entree,Calories,681,kcal,https://www.justonecookbook.com/wp-content/uploads/2015/05/Arroz-a-la-Cubana-400x400.jpg,0.5320977590415303
